,Name,ChW,TotCh,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,TotJ,SurvSc,SurvAv,Days,Non-VFB,InRCA,InRCW,InICA,InICW,InChA,InChW,Season,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,Exile,age,state,Won,Name_Index,state_D.C.,season,gender,occupation,Idols found,Idols held,Idols played,Votes voided,Boot avoided,Tie avoided
292,Bret LaBelle,1.39,12.22,0.11,2,5,5,114,13,0.38,1.2,10,0.49,2.58,37,8,1.0,0.0,9,0,10.0,0.0,33,6.0,4.0,7,3.0,13.0,7.0,0.5379999999999999,0,42,Massachusetts,0,293,0,33.0,1,Police Sergeant,0.0,0.0,0.0,0.0,0.0,0.0
293,Michelle Schubert,1.09,2.52,0.43,1,2,10,28,3,0.55,1.33,10,0.98,2.42,23,1,0.0,0.0,1,0,1.0,0.0,33,3.0,2.0,7,3.0,10.0,5.0,0.6,0,28,Washington,0,294,0,33.0,0,Missionary Recruiter,0.0,0.0,0.0,0.0,0.0,0.0
294,Jessica Lewis,0.59,6.22,0.09,1,4,4,78,8,0.49,1.75,10,0.59,2.34,30,4,0.0,0.0,4,0,4.0,0.0,33,6.0,1.0,7,2.0,13.0,3.0,0.26899999999999996,0,37,New York,0,295,0,33.0,0,Assistant District Attorney,0.0,0.0,0.0,0.0,0.0,0.0
295,Lucy Huang,0.24,0.57,0.41,0,1,2,27,3,0.31,1.56,10,0.72,1.79,12,2,0.0,0.0,0,0,0.0,0.0,33,1.0,1.0,4,1.0,5.0,2.0,0.4,0,42,California,0,296,0,33.0,0,Dietician,0.0,0.0,0.0,0.0,0.0,0.0
296,Paul Wachter,0.11,0.32,0.34,0,1,6,19,2,0.34,1.4,10,0.69,1.51,10,1,0.0,0.0,0,0,0.0,0.0,33,0.0,0.0,3,1.0,3.0,1.0,0.33299999999999996,0,52,Florida,0,297,0,33.0,1,Boat Mechanic,0.0,0.0,0.0,0.0,0.0,0.0
297,Mari Takahashi,0.1,0.21,0.47,0,0,7,10,1,-0.7,0.0,10,-0.23,0.1,7,1,0.0,0.0,0,0,0.0,0.0,33,0.0,0.0,2,1.0,2.0,1.0,0.5,0,31,California,0,298,0,33.0,0,Gamer,0.0,0.0,0.0,0.0,0.0,0.0
298,Rachel Ako,0.0,0.1,0.0,0,0,5,10,1,-0.5,0.0,10,-0.5,0.0,4,1,0.0,0.0,0,0,0.0,0.0,33,0.0,0.0,1,0.0,1.0,0.0,0.0,0,37,California,0,299,0,33.0,0,Recruiting Director,0.0,0.0,0.0,0.0,0.0,0.0
299,Ben Driebergen,1.78,14.28,0.12,1,7,2,73,9,0.77,3.63,8,0.895,5.41,39,2,2.0,0.0,9,0,11.0,0.0,35,8.0,2.0,6,4.0,14.0,6.0,0.5710000000000001,0,34,Idaho,0,300,0,35.0,1,Marine,3.0,3.0,3.0,9.0,1.0,0.0
300,Chrissy Hofbeck,6.43,14.28,0.45,1,5,7,82,11,0.45,1.16,8,0.8999999999999999,7.59,39,6,2.0,1.0,9,4,11.0,5.0,35,8.0,4.0,6,1.0,14.0,5.0,0.46399999999999997,0,46,New Jersey,0,301,0,35.0,0,Actuary,0.0,1.0,0.0,0.0,0.0,0.0
301,Devon Pinto,1.53,14.28,0.11,1,9,1,82,10,0.9,5.04,8,1.01,6.57,38,1,2.0,0.0,9,0,11.0,0.0,35,8.0,4.0,6,0.0,14.0,4.0,0.39299999999999996,0,23,California,0,302,0,35.0,1,Surf Instructor,0.0,0.0,0.0,0.0,0.0,0.0
302,Lauren Rimmer,2.86,10.78,0.27,4,6,3,67,7,0.85,3.43,8,1.12,6.29,33,1,2.0,1.0,6,1,8.0,2.0,35,7.0,1.0,6,2.0,13.0,3.0,0.308,0,35,North Carolina,0,303,0,35.0,0,Fisherman,1.0,1.0,0.0,0.0,0.0,0.0
303,Ryan Ulrich,0.63,14.28,0.04,1,8,0,87,12,0.67,4.67,8,0.715,5.3,39,4,2.0,0.0,9,0,11.0,0.0,35,8.0,2.0,6,0.0,14.0,2.0,0.214,0,23,New Jersey,0,304,0,35.0,1,Bellhop,2.0,2.0,1.0,2.0,0.0,0.0
304,Ashley Nolan,3.13,12.28,0.26,0,5,8,72,9,0.54,1.3,8,0.8,4.43,36,4,2.0,0.0,7,2,9.0,2.0,35,8.0,2.0,6,1.0,14.0,3.0,0.35700000000000004,0,26,Florida,0,305,0,35.0,0,Lifeguard,0.0,0.0,0.0,0.0,0.0,0.0
305,Cole Medders,2.98,5.53,0.54,0,0,7,32,3,-0.07,0.0,8,0.47,2.98,24,3,0.0,0.0,3,1,3.0,1.0,35,6.0,4.0,6,5.0,12.0,9.0,0.875,0,24,Arkansas,0,306,0,35.0,1,Wilderness Therapy Guide,0.0,0.0,0.0,0.0,0.0,0.0
306,Alan Ball,0.38,1.13,0.34,0,1,2,10,2,0.4,2.33,8,0.74,2.72,11,1,0.0,0.0,0,0,0.0,0.0,35,2.0,0.0,4,1.0,6.0,1.0,0.33299999999999996,0,32,Texas,0,307,0,35.0,1,NFL Player,0.0,0.0,0.0,0.0,0.0,0.0
307,Mike Zahalsky,1.31,13.28,0.1,3,3,5,67,8,0.37,1.17,8,0.46,2.48,37,5,2.0,0.0,8,0,10.0,0.0,35,8.0,3.0,6,4.0,14.0,7.0,0.536,0,43,Florida,0,308,0,35.0,1,Urologist,1.0,1.0,1.0,2.0,0.0,0.0
308,Joe Mena,1.18,8.78,0.13,2,3,9,53,6,0.47,1.08,8,0.61,2.26,30,3,1.0,0.0,5,0,6.0,0.0,35,7.0,4.0,6,1.0,13.0,5.0,0.5,0,34,Connecticut,0,309,0,35.0,1,Probation Officer,2.0,2.0,2.0,2.0,0.0,1.0
309,Jessica Johnston,1.78,3.13,0.57,0,0,7,12,1,-0.58,0.0,8,-0.01,1.78,19,1,0.0,0.0,1,1,1.0,1.0,35,4.0,2.0,6,5.0,10.0,7.0,0.85,0,29,Kentucky,0,310,0,35.0,0,Nurse Practitioner,0.0,0.0,0.0,0.0,0.0,0.0
310,Patrick Bolton,0.08,0.73,0.11,0,1,5,11,2,0.27,1.56,8,0.39,1.64,8,1,0.0,0.0,0,0,0.0,0.0,35,1.0,0.0,3,0.0,4.0,0.0,0.125,0,24,Alabama,0,311,0,35.0,1,Small Business Owner,0.0,0.0,0.0,0.0,0.0,0.0
311,Roark Luskin,0.73,1.63,0.45,0,0,3,5,1,-0.6,0.0,8,-0.15,0.73,14,1,0.0,0.0,0,0,0.0,0.0,35,3.0,1.0,5,2.0,8.0,3.0,0.5,0,27,California,0,312,0,35.0,0,Social Worker,0.0,0.0,0.0,0.0,0.0,0.0
312,Katrina Radke,0.08,0.33,0.25,0,0,5,6,1,-0.83,0.0,8,-0.58,0.08,3,1,0.0,0.0,0,0,0.0,0.0,35,1.0,0.0,1,0.0,2.0,0.0,0.25,0,46,Minnesota,0,313,0,35.0,0,Olympian,0.0,0.0,0.0,0.0,0.0,0.0
313,Simone Nguyen,0.08,0.53,0.16,0,0,5,6,1,-0.83,0.0,8,-0.68,0.08,6,1,0.0,0.0,0,0,0.0,0.0,35,1.0,0.0,2,0.0,3.0,0.0,0.16699999999999998,0,25,New York,0,314,0,35.0,0,Diversity Advocate,0.0,0.0,0.0,0.0,0.0,0.0
314,Amber Brkich,2.87,12.81,0.22,1,9,6,53,9,0.99,2.8,7,1.21,5.68,39,0,3.0,0.0,7,1,10.0,1.0,8,7.0,4.5,7,5.0,14.0,9.5,0.71,0,25,Pennsylvania,1,316,0,8.0,0,Administrative Assistant,0.0,0.0,0.0,0.0,0.0,0.0
315,Rupert Boneham,3.48,10.89,0.32,0,6,4,50,8,0.74,2.63,7,0.95,6.11,37,2,3.0,2.0,5,0,8.0,2.0,8,7.0,2.5,7,5.0,14.0,7.5,0.5,0,39,Indiana,0,317,0,8.0,1,Troubled Teens Mentor,0.0,0.0,0.0,0.0,0.0,0.0
316,Jenna Lewis,1.48,11.89,0.12,0,8,4,53,9,0.88,3.11,7,1.0,4.6,38,1,3.0,0.0,6,0,9.0,0.0,8,7.0,2.5,7,5.0,14.0,7.5,0.43,0,26,New Hampshire,0,318,0,8.0,0,Student,0.0,0.0,0.0,0.0,0.0,0.0
317,Shii Ann Huang,1.58,8.81,0.18,3,6,5,52,8,0.74,2.33,7,0.92,3.92,33,2,2.0,0.0,4,1,6.0,1.0,8,7.0,2.5,7,0.5,14.0,3.0,0.14,0,29,New York,0,319,0,8.0,0,Executive Recruiter,0.0,0.0,0.0,0.0,0.0,0.0
318,Kathy Vavrick-O'Brien,1.81,4.81,0.38,0,3,6,34,5,0.56,1.68,7,0.94,3.49,28,2,1.0,0.0,1,1,2.0,1.0,8,7.0,2.5,7,1.5,14.0,4.0,0.14,0,48,Vermont,0,320,0,8.0,0,Real Estate Agent,0.0,0.0,0.0,0.0,0.0,0.0
319,Jerri Manthey,0.74,2.64,0.28,0,5,7,33,6,0.8,2.12,7,1.08,2.86,24,1,0.0,0.0,0,0,0.0,0.0,8,6.0,2.5,7,1.0,13.0,3.5,0.15,0,33,California,0,321,0,8.0,0,Aspiring Actress,0.0,0.0,0.0,0.0,0.0,0.0
320,Colby Donaldson,0.81,1.96,0.41,1,1,4,12,2,0.33,1.75,7,0.75,2.56,19,1,0.0,0.0,0,0,0.0,0.0,8,6.0,2.5,6,1.5,12.0,4.0,0.25,0,29,California,0,322,0,8.0,1,Auto Customizer,0.0,0.0,0.0,0.0,0.0,0.0
321,Rudy Boesch,0.2,0.57,0.35,0,1,3,11,2,0.36,2.0,7,0.72,2.2,6,1,0.0,0.0,0,0,0.0,0.0,8,1.0,1.0,2,0.0,3.0,1.0,0.17,0,75,Virginia,0,323,0,8.0,1,Retired Navy SEAL,0.0,0.0,0.0,0.0,0.0,0.0
322,Ethan Zohn,0.74,2.44,0.3,0,2,6,28,5,0.36,1.12,7,0.66,1.86,21,3,0.0,0.0,0,0,0.0,0.0,8,6.0,2.5,6,1.0,12.0,3.5,0.13,0,30,New York,0,324,0,8.0,1,Professional Soccer Player,0.0,0.0,0.0,0.0,0.0,0.0
323,Rob Cesternino,0.78,1.23,0.64,1,0,5,6,1,-0.83,0.0,7,-0.2,0.78,12,1,0.0,0.0,0,0,0.0,0.0,8,3.0,2.0,3,2.0,6.0,4.0,0.67,0,25,New York,0,325,0,8.0,1,Computer Projects Coordinator,0.0,0.0,0.0,0.0,0.0,0.0
324,Richard Hatch,0.64,1.63,0.39,0,0,6,7,1,-0.86,0.0,7,-0.46,0.64,15,1,0.0,0.0,0,0,0.0,0.0,8,4.0,1.5,4,1.5,8.0,3.0,0.0,0,42,Rhode Island,0,326,0,8.0,1,Corporate Trainer,0.0,0.0,0.0,0.0,0.0,0.0
325,Tina Wesson,0.0,0.17,0.0,0,0,4,6,1,-0.67,0.0,7,-0.67,0.0,3,1,0.0,0.0,0,0,0.0,0.0,8,0.0,0.0,1,0.0,1.0,0.0,0.0,0,42,Tennessee,0,327,0,8.0,0,Personal Nurse; Motivational Speaker,0.0,0.0,0.0,0.0,0.0,0.0
326,Amanda Kimmel,2.89,12.05,0.24,0,12,0,86,13,0.92,6.46,8,1.165,9.35,39,1,2.0,0.0,8,2,10.0,2.0,16,6.0,4.0,8,2.0,14.0,6.0,0.428571429,2,23,California,0,328,0,16.0,0,"Hiking Guide;
Aspiring Designer",1.0,1.0,1.0,4.0,1.0,0.0
327,Parvati Shallow,2.17,12.05,0.18,1,9,4,60,9,0.99,3.5,8,1.175,5.67,39,0,2.0,0.0,8,1,10.0,1.0,16,6.0,4.0,8,5.0,14.0,9.0,0.642857143,2,25,California,1,329,0,16.0,0,"Boxer;
Charity Organizer",1.0,1.0,0.0,0.0,0.0,0.0
328,Alexis Jones,1.91,7.8,0.25,0,3,2,48,6,0.49,2.33,8,0.74,4.25,33,3,1.0,1.0,5,0,6.0,1.0,16,6.0,2.0,7,5.0,13.0,7.0,0.5384615389999999,1,24,California,0,330,0,16.0,0,Motivational Speaker,0.0,0.0,0.0,0.0,0.0,0.0
329,Cirie Fields,0.64,11.8,0.05,1,11,3,86,13,0.84,3.38,8,0.9,4.02,38,2,2.0,0.0,8,0,10.0,0.0,16,6.0,3.0,8,2.0,14.0,5.0,0.35714285700000004,3,37,Connecticut,0,331,0,16.0,0,Nurse,0.0,0.0,0.0,0.0,0.0,0.0
330,Natalie Bolton,1.02,12.05,0.08,2,5,3,57,8,0.62,2.5,8,0.7,3.52,37,3,2.0,0.0,7,0,9.0,0.0,16,6.0,1.0,8,6.0,14.0,7.0,0.5,0,32,California,0,332,0,16.0,0,Personal Trainer,0.0,0.0,0.0,0.0,0.0,0.0
331,Eliza Orlins,1.42,3.8,0.37,0,2,8,29,3,0.57,1.56,8,0.95,2.98,24,1,0.0,0.0,2,0,2.0,0.0,16,5.0,4.0,8,6.0,13.0,10.0,0.7692307690000001,0,25,New York,0,333,0,16.0,0,"Pre-Law Student;
Law School Student",0.0,0.0,0.0,0.0,0.0,0.0
332,Ami Cusack,0.64,2.8,0.23,0,4,4,45,6,0.65,2.33,8,0.88,2.97,21,2,0.0,0.0,1,0,1.0,0.0,16,5.0,3.0,8,2.0,13.0,5.0,0.384615385,1,34,Colorado,0,334,0,16.0,0,"Coffee Barista;
Nanny",0.0,0.0,0.0,0.0,0.0,0.0
333,Jason Siska,2.41,6.05,0.4,0,1,8,46,5,0.17,0.47,8,0.56,2.88,30,4,0.0,0.0,4,1,4.0,1.0,16,6.0,3.0,8,6.0,14.0,9.0,0.642857143,6,22,Illinois,0,335,0,16.0,1,Gymnastics Coach,1.0,1.0,0.0,0.0,0.0,0.0
334,Yau-Man Chan,1.22,1.43,0.85,0,1,6,19,2,0.34,1.4,8,1.19,2.62,8,1,0.0,0.0,1,1,1.0,1.0,16,1.0,1.0,3,1.0,4.0,2.0,0.5,0,55,California,0,336,0,16.0,1,Computer Engineer,0.0,0.0,0.0,0.0,0.0,0.0
335,Tracy Hughes-Wolf,0.38,2.55,0.15,1,3,7,40,5,0.57,1.53,8,0.71,1.91,20,2,0.0,0.0,1,0,1.0,0.0,16,5.0,1.0,7,2.0,12.0,3.0,0.25,2,43,Virginia,0,337,0,16.0,0,Residential Builder,0.0,0.0,0.0,0.0,0.0,0.0
336,Chet Welch,0.21,2.22,0.1,1,3,12,34,4,0.66,1.31,8,0.76,1.52,17,1,0.0,0.0,1,0,1.0,0.0,16,4.0,0.0,6,2.0,10.0,2.0,0.2,2,48,Pennsylvania,0,338,0,16.0,1,Pageant Coach,0.0,0.0,0.0,0.0,0.0,0.0
337,Joel Anderson,0.21,1.93,0.11,0,1,6,27,3,0.26,0.93,8,0.37,1.14,14,2,0.0,0.0,1,0,1.0,0.0,16,3.0,0.0,5,2.0,8.0,2.0,0.25,0,32,Arizona,0,339,0,16.0,1,Firefighter,0.0,0.0,0.0,0.0,0.0,0.0
338,Mary Sartain,0.1,1.21,0.08,0,0,6,10,1,-0.6,0.0,8,-0.52,0.1,6,1,0.0,0.0,1,0,1.0,0.0,16,0.0,0.0,2,1.0,2.0,1.0,0.5,0,29,California,0,340,0,16.0,0,Real Estate Manager,0.0,0.0,0.0,0.0,0.0,0.0
339,Sandra Diaz-Twine,0.69,11.56,0.06,6,9,1,89,12,0.75,4.2,9,0.8099999999999999,4.87,39,3,1.0,0.0,8,0,9.0,0.0,20,7.0,2.0,8,3.0,15.0,5.0,0.333333333,0,35,Connecticut,1,341,0,20.0,0,Office Assistant,0.0,0.0,0.0,0.0,0.0,0.0
340,Parvati Shallow,3.71,11.56,0.32,3,10,4,89,12,0.83,2.92,9,1.15,6.65,39,2,1.0,0.0,8,3,9.0,3.0,20,7.0,1.0,8,4.0,15.0,5.0,0.333333333,0,26,California,0,342,0,20.0,0,"Boxer;
Charity Organizer",1.0,3.0,2.0,5.0,0.0,1.0
341,Jerri Manthey,3.0,11.56,0.26,2,9,4,89,12,0.75,2.63,9,1.01,5.63,38,3,1.0,1.0,8,1,9.0,2.0,20,7.0,3.0,8,4.0,15.0,7.0,0.46666666700000003,0,38,California,0,343,0,20.0,0,Aspiring Actress,0.0,1.0,0.0,0.0,0.0,0.0
342,Russell Hantz,2.68,11.56,0.23,2,11,5,89,12,0.91,2.85,9,1.14,5.53,39,1,1.0,0.0,8,2,9.0,2.0,20,7.0,2.0,8,3.0,15.0,5.0,0.333333333,0,36,Texas,0,344,0,20.0,1,Oil Company Owner,2.0,3.0,2.0,4.0,1.0,0.0
343,Danielle DiLorenzo,2.19,7.56,0.29,3,7,4,74,9,0.77,2.72,9,1.06,4.92,33,2,0.0,0.0,5,1,5.0,1.0,20,7.0,4.0,8,3.0,15.0,7.0,0.46666666700000003,0,28,California,0,345,0,20.0,0,Medical Sales Rep.,0.0,0.0,0.0,0.0,0.0,0.0
344,Candice Woodcock,2.23,7.56,0.29,0,5,5,67,8,0.62,1.94,9,0.91,4.17,31,3,0.5,0.0,4,1,4.5,1.0,20,7.0,3.0,8,4.0,15.0,7.0,0.46666666700000003,0,26,D.C.,0,346,0,20.0,0,"Pre-Med Student;
Physician/Anesthesiology Resident",0.0,0.0,0.0,0.0,0.0,0.0
345,Cirie Fields,0.23,0.72,0.31,1,2,3,27,3,0.63,2.67,9,0.94,2.89,11,1,0.0,0.0,0,0,0.0,0.0,20,2.0,1.0,4,1.0,6.0,2.0,0.333333333,0,39,New Jersey,0,348,0,20.0,0,Nurse,0.0,0.0,0.0,0.0,0.0,0.0
346,Colby Donaldson,1.56,10.56,0.15,1,5,7,85,11,0.45,1.16,9,0.59,2.72,37,6,1.0,0.0,7,0,8.0,0.0,20,7.0,4.0,8,4.0,15.0,8.0,0.533333333,0,35,Texas,0,349,0,20.0,1,Auto Customizer,0.0,0.0,0.0,0.0,0.0,0.0
347,Amanda Kimmel,1.56,5.56,0.28,0,4,10,59,7,0.55,1.14,9,0.83,2.7,30,3,0.0,0.0,3,0,3.0,0.0,20,7.0,4.0,8,4.0,15.0,8.0,0.533333333,0,25,California,0,350,0,20.0,0,"Hiking Guide;
Aspiring Designer",0.0,0.0,0.0,0.0,0.0,0.0
348,Tyson Apostol,0.66,2.03,0.33,1,1,3,19,2,0.42,2.0,9,0.75,2.66,15,1,0.0,0.0,1,0,1.0,0.0,20,3.0,2.0,5,3.0,8.0,5.0,0.625,0,30,Utah,0,351,0,20.0,1,"Former Professional Cyclist/Missionary
Shop Manager",0.0,0.0,0.0,0.0,0.0,0.0
349,Rupert Boneham,1.23,9.56,0.13,1,6,10,80,10,0.59,1.2,9,0.72,2.43,36,4,1.0,0.0,6,0,7.0,0.0,20,7.0,3.0,8,4.0,15.0,7.0,0.46666666700000003,0,45,Indiana,0,352,0,20.0,1,Troubled Teens Mentor,0.0,0.0,0.0,0.0,0.0,0.0
350,Tom Westman,0.23,1.03,0.22,0,2,5,34,4,0.46,1.56,9,0.68,1.78,14,2,0.0,0.0,0,0,0.0,0.0,20,3.0,1.0,5,1.0,8.0,2.0,0.25,0,45,New York,0,353,0,20.0,1,"NYC Firefighter;
Motivational Speaker",1.0,1.0,1.0,3.0,0.0,1.0
351,James Clement,0.23,2.03,0.11,0,3,7,40,5,0.57,1.53,9,0.68,1.75,15,2,0.0,0.0,1,0,1.0,0.0,20,3.0,1.0,5,1.0,8.0,2.0,0.25,0,32,Louisiana,0,354,0,20.0,1,Gravedigger,0.0,0.0,0.0,0.0,0.0,0.0
352,Stephenie LaGrossa,0.1,0.33,0.31,0,1,6,19,2,0.34,1.4,9,0.65,1.5,6,1,0.0,0.0,0,0,0.0,0.0,20,1.0,1.0,2,0.0,3.0,1.0,0.333333333,0,29,Pennsylvania,0,355,0,20.0,0,Pharmaceutical Sales Respresentative,0.0,0.0,0.0,0.0,0.0,0.0
353,Courtney Yates,0.57,3.23,0.18,6,2,9,40,5,0.36,0.86,9,0.53,1.43,24,3,0.0,0.0,1,0,1.0,0.0,20,6.0,2.0,8,2.0,14.0,4.0,0.28571428600000004,0,28,New York,0,356,0,20.0,0,Waitress,0.0,0.0,0.0,0.0,0.0,0.0
354,Randy Bailey,0.1,0.45,0.22,1,0,9,10,1,-0.9,0.0,9,-0.68,0.1,8,1,0.0,0.0,0,0,0.0,0.0,20,1.0,0.0,3,1.0,4.0,1.0,0.25,0,50,Texas,0,357,0,20.0,1,Wedding Videographer,0.0,0.0,0.0,0.0,0.0,0.0
355,Denise Stapley,1.65,13.36,0.12,0,11,6,89,14,0.78,2.2,8,0.8999999999999999,3.8499999999999996,39,3,3.0,0.0,8,1,11.0,1.0,25,5.0,3.0,6,0.0,11.0,3.0,0.273,0,41,Iowa,1,358,0,25.0,0,Sex Therapist,0.0,0.0,0.0,0.0,0.0,0.0
356,Malcolm Freberg,5.21,13.36,0.39,0,9,6,78,12,0.74,2.1,8,1.13,7.31,38,3,3.0,2.0,8,2,11.0,4.0,25,5.0,4.0,6,2.0,11.0,6.0,0.545,0,25,California,0,359,0,25.0,1,Bartender,1.0,1.0,0.0,0.0,0.0,0.0
357,Lisa Whelchel,0.99,13.36,0.07,2,5,0,60,8,0.63,4.38,8,0.69,5.34,39,3,3.0,0.0,8,0,11.0,0.0,25,5.0,2.0,6,3.0,11.0,5.0,0.5,0,49,Texas,0,360,0,25.0,0,Former TV Teen Star,0.0,0.0,0.0,0.0,0.0,0.0
358,Carter Williams,3.38,9.36,0.36,0,5,5,62,8,0.61,1.94,8,0.98,5.33,33,3,1.0,0.0,6,2,7.0,2.0,25,5.0,3.0,6,2.0,11.0,5.0,0.545,0,23,Kansas,0,361,0,25.0,1,Track Coach,0.0,0.0,0.0,0.0,0.0,0.0
359,Jonathan Penner,2.33,7.36,0.32,0,4,9,56,7,0.55,1.23,8,0.87,3.56,30,3,0.0,0.0,5,1,5.0,1.0,25,5.0,3.0,6,2.0,11.0,5.0,0.545,0,50,California,0,362,0,25.0,1,Writer,1.0,1.0,1.0,5.0,1.0,0.0
360,Artis Silvester,1.25,5.11,0.24,1,2,5,30,3,0.61,2.07,8,0.86,3.33,25,1,0.0,0.0,3,0,3.0,0.0,25,4.0,1.0,6,4.0,10.0,5.0,0.6,0,53,Louisiana,0,363,0,25.0,1,Computer Engineer,0.0,0.0,0.0,0.0,0.0,0.0
361,Jeff Kent,0.88,3.86,0.23,0,3,5,32,4,0.71,2.33,8,0.94,3.22,22,1,0.0,0.0,2,0,2.0,0.0,25,3.0,1.0,6,2.0,9.0,3.0,0.444,0,44,Texas,0,364,0,25.0,1,Retired Baseball Player,0.0,0.0,0.0,0.0,0.0,0.0
362,Abi-Maria Gomes,1.48,11.36,0.13,6,2,6,56,7,0.27,0.8,8,0.4,2.28,36,5,2.0,0.0,7,1,9.0,1.0,25,5.0,2.0,6,0.0,11.0,2.0,0.22699999999999998,0,32,California,0,365,0,25.0,0,Business Student,0.0,0.0,0.0,0.0,0.0,0.0
363,Katie Hanson,0.27,1.66,0.16,2,1,4,11,2,0.32,1.75,8,0.48,2.02,16,1,0.0,0.0,0,0,0.0,0.0,25,2.0,0.0,6,1.0,8.0,1.0,0.188,0,22,Delaware,0,366,0,25.0,0,Former Miss Delaware,0.0,0.0,0.0,0.0,0.0,0.0
364,Sarah Dawson,0.17,1.26,0.13,3,0,5,6,1,-0.83,0.0,8,-0.7,0.17,13,1,0.0,0.0,0,0,0.0,0.0,25,1.0,0.0,5,1.0,6.0,1.0,0.16699999999999998,0,28,Maryland,0,367,0,25.0,0,Insurance Sales,0.0,0.0,0.0,0.0,0.0,0.0
365,Zane Knight,0.0,0.17,0.0,0,0,5,6,1,-0.83,0.0,8,-0.83,0.0,3,1,0.0,0.0,0,0,0.0,0.0,25,0.0,0.0,1,0.0,1.0,0.0,0.0,0,28,Virginia,0,368,0,25.0,1,Tire Repair,0.0,0.0,0.0,0.0,0.0,0.0
366,John Cochran,5.03,11.73,0.43,1,8,0,99,12,0.67,4.67,8,1.1,9.7,39,4,2.0,1.0,8,3,10.0,4.0,26,6.0,4.0,6,3.0,12.0,7.0,0.583333333,0,25,D.C.,1,369,0,26.0,1,Harvard Law Student,0.0,0.0,0.0,0.0,0.0,0.0
367,Dawn Meehan,1.65,11.73,0.14,2,9,2,99,12,0.75,3.5,8,0.89,5.15,39,3,2.0,0.0,8,1,10.0,1.0,26,6.0,3.0,6,2.0,12.0,5.0,0.41666666700000005,0,42,Utah,0,370,0,26.0,0,English Professor,0.0,0.0,0.0,0.0,0.0,0.0
368,Brenda Lowe,3.07,9.73,0.32,1,5,5,82,9,0.55,1.73,8,0.86,4.79,36,4,1.0,1.0,7,1,8.0,2.0,26,6.0,3.0,6,5.0,12.0,8.0,0.666666667,0,29,Florida,0,371,0,26.0,0,Paddleboard Company Owner,0.0,0.0,0.0,0.0,0.0,0.0
